
2711,17,39,29,0
2723,27,33,48,0
2770,62,50,41,0
2847,72,30,18,0
2863,39,14,165,0
2921,23,38,43,0
2936,57,71,48,0
2980,56,51,30,0
3020,26,61,52,0
3043,40,73,44,0
3048,31,56,41,0
13445,13,7,7,0
13842,9,9,73,0
14251,18,13,10,0
14664,6,10,7,0
15056,17,18,116,0
15469,12,8,15,0
15854,26,20,40,0
16285,9,13,245,0
16703,24,5,13,0
17092,17,9,16,0
17480,18,10,13,0
17891,24,6,5,0
18292,22,18,255,0
18670,27,12,121,0
19053,76,11,5,0
19492,27,23,24,0
19891,34,17,292,0
20292,69,10,3,0
20699,66,8,0,0
21139,22,12,234,0
21530,88,9,7,0
21948,64,4,2,0
22342,58,13,2,0
22724,68,12,2,0
23133,69,10,18,0
23543,56,11,309,0
23858,163,9,5,0
24283,163,9,9,0
24772,67,9,131,0
25101,169,8,3,0
14954,7,16,16,0
15433,12,9,49,0
15910,14,10,9,0
16390,10,5,247,0
16885,10,6,239,0
17350,24,12,10,0
17846,17,15,5,0
18317,21,15,8,0
18798,12,14,301,0
19265,51,18,2,0
19754,65,15,4,0
20243,66,11,4,0
20775,12,13,293,0
21230,60,10,4,0
21698,69,8,5,0
22169,82,9,3,0
22688,22,13,315,0
23144,70,6,214,0
23540,169,5,14,0
24115,76,14,4,0
24580,90,17,2,0
25073,107,7,3,0
25591,66,12,6,0
26061,67,14,3,0
26533,69,13,305,0
27033,68,11,302,0
27404,177,11,6,0
27972,73,10,6,0
28360,172,9,24,0
28848,180,3,7,0
13312,36,33,325,0
13737,29,34,309,0
14144,18,32,322,0
14551,41,42,309,0
14955,27,48,157,0
15323,45,30,315,0
15720,30,35,323,0
16114,43,26,323,0
16504,21,42,311,0
16857,110,27,31,0
17316,102,18,270,0
17769,39,39,312,0
18164,122,24,10,0
18576,98,22,327,0
18991,96,26,13,0
19446,45,33,308,0
19860,38,33,314,0
20231,94,25,90,0
20637,84,27,323,0
20953,197,44,19,0
21460,105,29,168,0
21892,94,20,326,0
22163,213,57,26,0
22505,286,80,24,0
23121,111,25,327,0
23550,81,26,321,0
23900,106,25,319,0
24097,281,84,18,0
24715,110,15,202,0
25086,107,18,319,0
